Year,Genre,GlobalSales
1990,Platform,1.19
1990,Platform,1.17
1990,Puzzle,1.15
1990,Simulation,1.14
1990,Sports,0.33
1990,Sports,0.3
1991,Action,4.61
1991,Platform,4.34
1991,Simulation,1.98
1991,Role-Playing,1.77
1991,Adventure,1.76
1991,Puzzle,1.75
1991,Shooter,1.65
1991,Action,1.39
1991,Platform,1.18
1991,Racing,1.14
1991,Sports,1
1991,Platform,0.93
1991,Role-Playing,0.76
1991,Puzzle,0.73
1991,Platform,0.63
1991,Adventure,0.48
1991,Puzzle,0.44
1991,Action,0.42
1991,Fighting,0.39
1991,Sports,0.38
1991,Role-Playing,0.38
1991,Sports,0.33
1991,Strategy,0.33
1991,Puzzle,0.32
1991,Role-Playing,0.29
1991,Platform,0.28
1991,Sports,0.28
1991,Platform,0.28
1991,Action,0.28
1991,Strategy,0.25
1991,Shooter,0.23
1991,Sports,0.2
1991,Strategy,0.18
1991,Strategy,0.18
1991,Simulation,0.16
1991,Sports,0.15
1991,Shooter,0.12
1991,Misc,0.08
1991,Sports,0.07
1991,Action,0.06
1991,Role-Playing,0.05
1992,Adventure,11.18
1992,Racing,8.76
1992,Fighting,6.3
1992,Platform,6.03
1992,Platform,5.13
1992,Fighting,4.1
1992,Action,3.83
1992,Role-Playing,2.79
1992,Misc,2.75
1992,Fighting,2.67
1992,Role-Playing,2.45
1992,Misc,2.19
1992,Simulation,2.14
1992,Sports,2.05
1992,Puzzle,1.68
1992,Fighting,1.66
1992,Puzzle,1.24
1992,Platform,1.21
1992,Puzzle,1.12
1992,Role-Playing,0.97
1992,Platform,0.79
1992,Adventure,0.78
1992,Role-Playing,0.58
1992,Puzzle,0.57
1992,Sports,0.46
1992,Fighting,0.39
1992,Strategy,0.29
1992,Sports,0.28
1992,Racing,0.28
1992,Puzzle,0.23
1992,Platform,0.22
1992,Adventure,0.16
1992,Sports,0.16
1992,Shooter,0.13
1992,Shooter,0.13
1992,Adventure,0.12
1992,Fighting,0.07
1992,Role-Playing,0.07
1992,Strategy,0.06
1992,Fighting,0.06
1992,Platform,0.04
1992,Shooter,0.03
1992,Strategy,0.01
1993,Platform,10.55
1993,Shooter,2.99
1993,Fighting,2
1993,Fighting,1.93
1993,Role-Playing,1.83
1993,Platform,1.75
1993,Platform,1.75
1993,Puzzle,1.7
1993,Platform,1.5
1993,Fighting,1.45
1993,Fighting,1.2
1993,Role-Playing,1.17
1993,Platform,1.16
1993,Role-Playing,1.15
1993,Action,1.02
1993,Puzzle,0.98
1993,Sports,0.8
1993,Role-Playing,0.78
1993,Fighting,0.73
1993,Sports,0.69
1993,Strategy,0.62
1993,Platform,0.56
1993,Sports,0.53
1993,Sports,0.53
1993,Platform,0.52
1993,Puzzle,0.49
1993,Platform,0.46
1993,Fighting,0.45
1993,Fighting,0.36
1993,Action,0.36
1993,Racing,0.35
1993,Role-Playing,0.32
1993,Platform,0.31
1993,Fighting,0.27
1993,Action,0.22
1993,Misc,0.19
1993,Strategy,0.19
1993,Simulation,0.19
1993,Sports,0.18
1993,Sports,0.17
1993,Fighting,0.15
1993,Fighting,0.14
1993,Role-Playing,0.13
1993,Sports,0.12
1993,Sports,0.11
1993,Role-Playing,0.11
1993,Shooter,0.09
1993,Adventure,0.07
1993,Action,0.07
1993,Fighting,0.07
1993,Action,0.07
1993,Action,0.07
1993,Misc,0.06
1993,Platform,0.06
1993,Role-Playing,0.05
1993,Platform,0.05
1993,Misc,0.05
1993,Sports,0.05
1993,Role-Playing,0.05
1993,Racing,0.01
1994,Platform,9.3
1994,Platform,5.19
1994,Platform,3.91
1994,Shooter,3.61
1994,Role-Playing,3.42
1994,Platform,3.07
1994,Adventure,2.81
1994,Misc,2.39
1994,Strategy,2.08
1994,Shooter,1.95
1994,Platform,1.82
1994,Platform,1.79
1994,Platform,1.76
1994,Fighting,1.53
1994,Action,1.42
1994,Platform,1.41
1994,Sports,1.39
1994,Fighting,1.34
1994,Fighting,1.27
1994,Sports,1.11
1994,Fighting,1.07
1994,Simulation,0.91
1994,Sports,0.87
1994,Adventure,0.81
1994,Puzzle,0.81
1994,Role-Playing,0.81
1994,Racing,0.79
1994,Shooter,0.78
1994,Puzzle,0.7
1994,Role-Playing,0.7
1994,Sports,0.59
1994,Simulation,0.57
1994,Fighting,0.56
1994,Racing,0.55
1994,Strategy,0.53
1994,Sports,0.53
1994,Shooter,0.46
1994,Sports,0.45
1994,Simulation,0.43
1994,Sports,0.41
1994,Fighting,0.4
1994,Sports,0.39
1994,Sports,0.38
1994,Shooter,0.37
1994,Sports,0.37
1994,Strategy,0.37
1994,Role-Playing,0.37
1994,Sports,0.36
1994,Fighting,0.36
1994,Role-Playing,0.36
1994,Platform,0.36
1994,Sports,0.33
1994,Shooter,0.33
1994,Role-Playing,0.32
1994,Fighting,0.31
1994,Sports,0.3
1994,Role-Playing,0.3
1994,Misc,0.29
1994,Sports,0.28
1994,Simulation,0.28
1994,Sports,0.27
1994,Simulation,0.27
1994,Racing,0.26
1994,Shooter,0.25
1994,Strategy,0.25
1994,Fighting,0.25
1994,Fighting,0.23
1994,Racing,0.2
1994,Fighting,0.2
1994,Shooter,0.2
1994,Simulation,0.19
1994,Strategy,0.19
1994,Shooter,0.18
1994,Racing,0.18
1994,Fighting,0.16
1994,Role-Playing,0.14
1994,Strategy,0.14
1994,Fighting,0.12
1994,Role-Playing,0.12
1994,Fighting,0.12
1994,Fighting,0.12
1994,Fighting,0.12
1994,Fighting,0.11
1994,Sports,0.11
1994,Role-Playing,0.11
1994,Shooter,0.11
1994,Role-Playing,0.1
1994,Platform,0.09
1994,Simulation,0.08
1994,Role-Playing,0.08
1994,Fighting,0.08
1994,Role-Playing,0.08
1994,Role-Playing,0.08
1994,Racing,0.07
1994,Racing,0.07
1994,Sports,0.07
1994,Action,0.07
1994,Racing,0.07
1994,Adventure,0.06
1994,Shooter,0.06
1994,Sports,0.06
1994,Role-Playing,0.06
1994,Adventure,0.06
1994,Misc,0.05
1994,Misc,0.05
1994,Fighting,0.05
1994,Misc,0.05
1994,Sports,0.04
1994,Fighting,0.04
1994,Sports,0.04
1994,Platform,0.04
1994,Role-Playing,0.03
1994,Role-Playing,0.03
1994,Misc,0.03
1994,Action,0.03
1994,Action,0.03
1994,Puzzle,0.02
1994,Fighting,0.02
1994,Sports,0.02
1994,Sports,0.02
1994,Fighting,0.01
1995,Platform,5.15
1995,Strategy,4.21
1995,Platform,4.12
1995,Misc,3.84
1995,Fighting,3.24
1995,Fighting,3.2
1995,Role-Playing,3.19
1995,Platform,3.03
1995,Platform,2.36
1995,Role-Playing,2.31
1995,Fighting,1.93
1995,Simulation,1.83
1995,Action,1.56
1995,Role-Playing,1.3
1995,Racing,1.27
1995,Racing,1.16
1995,Sports,1.15
1995,Role-Playing,1.11
1995,Racing,1.07
1995,Sports,1.01
1995,Racing,1
1995,Racing,0.9
1995,Role-Playing,0.89
1995,Platform,0.87
1995,Sports,0.85
1995,Fighting,0.76
1995,Role-Playing,0.71
1995,Fighting,0.71
1995,Shooter,0.62
1995,Puzzle,0.62
1995,Role-Playing,0.6
1995,Strategy,0.6
1995,Simulation,0.58
1995,Role-Playing,0.57
1995,Fighting,0.55
1995,Sports,0.5
1995,Simulation,0.49
1995,Puzzle,0.47
1995,Action,0.47
1995,Misc,0.47
1995,Simulation,0.46
1995,Sports,0.45
1995,Role-Playing,0.45
1995,Action,0.45
1995,Sports,0.42
1995,Fighting,0.42
1995,Action,0.41
1995,Puzzle,0.41
1995,Fighting,0.4
1995,Role-Playing,0.4
1995,Role-Playing,0.4
1995,Role-Playing,0.38
1995,Strategy,0.38
1995,Shooter,0.37
1995,Fighting,0.36
1995,Action,0.35
1995,Shooter,0.34
1995,Fighting,0.34
1995,Fighting,0.33
1995,Puzzle,0.32
1995,Misc,0.32
1995,Fighting,0.32
1995,Sports,0.31
1995,Platform,0.31
1995,Shooter,0.31
1995,Misc,0.3
1995,Platform,0.3
1995,Role-Playing,0.3
1995,Sports,0.3
1995,Role-Playing,0.3
1995,Role-Playing,0.29
1995,Fighting,0.28
1995,Fighting,0.28
1995,Platform,0.28
1995,Sports,0.28
1995,Misc,0.28
1995,Sports,0.27
1995,Shooter,0.27
1995,Puzzle,0.27
1995,Sports,0.25
1995,Strategy,0.24
1995,Sports,0.24
1995,Sports,0.24
1995,Fighting,0.23
1995,Shooter,0.23
1995,Sports,0.22
1995,Fighting,0.21
1995,Fighting,0.21
1995,Fighting,0.2
1995,Strategy,0.2
1995,Puzzle,0.2
1995,Simulation,0.19
1995,Sports,0.19
1995,Misc,0.19
1995,Fighting,0.17
1995,Role-Playing,0.17
1995,Racing,0.17
1995,Shooter,0.17
1995,Role-Playing,0.16
1995,Sports,0.16
1995,Sports,0.16
1995,Shooter,0.16
1995,Sports,0.15
1995,Puzzle,0.15
1995,Fighting,0.15
1995,Role-Playing,0.15
1995,Shooter,0.14
1995,Simulation,0.14
1995,Adventure,0.14
1995,Action,0.14
1995,Shooter,0.14
1995,Racing,0.14
1995,Strategy,0.13
1995,Strategy,0.13
1995,Shooter,0.13
1995,Sports,0.13
1995,Role-Playing,0.13
1995,Sports,0.13
1995,Shooter,0.13
1995,Racing,0.12
1995,Misc,0.12
1995,Strategy,0.12
1995,Strategy,0.11
1995,Misc,0.11
1995,Misc,0.11
1995,Sports,0.11
1995,Strategy,0.11
1995,Role-Playing,0.11
1995,Shooter,0.11
1995,Role-Playing,0.11
1995,Adventure,0.11
1995,Role-Playing,0.1
1995,Shooter,0.1
1995,Fighting,0.1
1995,Action,0.1
1995,Shooter,0.1
1995,Misc,0.1
1995,Racing,0.1
1995,Sports,0.1
1995,Role-Playing,0.09
1995,Strategy,0.09
1995,Misc,0.09
1995,Simulation,0.09
1995,Shooter,0.09
1995,Platform,0.09
1995,Fighting,0.09
1995,Shooter,0.09
1995,Action,0.09
1995,Simulation,0.08
1995,Misc,0.08
1995,Fighting,0.08
1995,Sports,0.08
1995,Fighting,0.08
1995,Shooter,0.08
1995,Simulation,0.08
1995,Sports,0.08
1995,Strategy,0.08
1995,Simulation,0.08
1995,Strategy,0.08
1995,Adventure,0.07
1995,Sports,0.07
1995,Racing,0.07
1995,Shooter,0.07
1995,Shooter,0.07
1995,Misc,0.07
1995,Shooter,0.07
1995,Puzzle,0.06
1995,Shooter,0.06
1995,Simulation,0.06
1995,Adventure,0.06
1995,Puzzle,0.06
1995,Adventure,0.06
1995,Adventure,0.06
1995,Fighting,0.06
1995,Platform,0.06
1995,Shooter,0.06
1995,Fighting,0.06
1995,Adventure,0.05
1995,Racing,0.05
1995,Shooter,0.05
1995,Misc,0.05
1995,Sports,0.05
1995,Puzzle,0.05
1995,Shooter,0.05
1995,Misc,0.05
1995,Platform,0.05
1995,Adventure,0.05
1995,Puzzle,0.05
1995,Puzzle,0.05
1995,Shooter,0.05
1995,Simulation,0.04
1995,Misc,0.04
1995,Platform,0.04
1995,Shooter,0.04
1995,Role-Playing,0.04
1995,Racing,0.04
1995,Simulation,0.04
1995,Misc,0.04
1995,Misc,0.04
1995,Adventure,0.03
1995,Adventure,0.03
1995,Fighting,0.03
1995,Misc,0.03
1995,Strategy,0.03
1995,Fighting,0.03
1995,Misc,0.03
1995,Fighting,0.03
1995,Shooter,0.03
1995,Sports,0.03
1995,Platform,0.03
1995,Sports,0.03
1995,Adventure,0.03
1995,Misc,0.02
1995,Adventure,0.02
1995,Simulation,0.02
1995,Shooter,0.02
1995,Sports,0.02
1995,Misc,0.02
1995,Adventure,0.01
1996,Role-Playing,31.37
1996,Platform,11.89
1996,Racing,9.87
1996,Platform,6.82
1996,Fighting,5.74
1996,Simulation,5.12
1996,Action,5.05
1996,Action,4.63
1996,Misc,4.05
1996,Action,3.77
1996,Platform,3.51
1996,Racing,2.94
1996,Strategy,2.85
1996,Fighting,2.79
1996,Action,2.65
1996,Racing,2.44
1996,Puzzle,2.4
1996,Platform,2.35
1996,Role-Playing,2.14
1996,Misc,1.92
1996,Racing,1.83
1996,Racing,1.74
1996,Role-Playing,1.59
1996,Fighting,1.59
1996,Shooter,1.54
1996,Racing,1.52
1996,Simulation,1.45
1996,Platform,1.44
1996,Sports,1.4
1996,Role-Playing,1.36
1996,Sports,1.32
1996,Racing,1.31
1996,Sports,1.25
1996,Simulation,1.22
1996,Simulation,1.17
1996,Racing,1.17
1996,Racing,1.17
1996,Simulation,1.12
1996,Role-Playing,1.05
1996,Sports,1.05
1996,Action,1.04
1996,Action,1.03
1996,Sports,1
1996,Fighting,0.96
1996,Role-Playing,0.95
1996,Misc,0.94
1996,Sports,0.92
1996,Fighting,0.92
1996,Racing,0.9
1996,Platform,0.88
1996,Shooter,0.88
1996,Sports,0.87
1996,Fighting,0.85
1996,Adventure,0.83
1996,Fighting,0.82
1996,Racing,0.77
1996,Racing,0.76
1996,Shooter,0.72
1996,Shooter,0.67
1996,Fighting,0.62
1996,Fighting,0.62
1996,Role-Playing,0.62
1996,Strategy,0.58
1996,Role-Playing,0.55
1996,Adventure,0.55
1996,Shooter,0.55
1996,Misc,0.55
1996,Adventure,0.53
1996,Misc,0.53
1996,Sports,0.53
1996,Sports,0.51
1996,Strategy,0.51
1996,Sports,0.5
1996,Role-Playing,0.5
1996,Shooter,0.47
1996,Sports,0.47
1996,Sports,0.46
1996,Sports,0.45
1996,Role-Playing,0.45
1996,Sports,0.44
1996,Role-Playing,0.44
1996,Puzzle,0.44
1996,Adventure,0.44
1996,Platform,0.43
1996,Sports,0.43
1996,Adventure,0.41
1996,Racing,0.41
1996,Misc,0.41
1996,Strategy,0.4
1996,Sports,0.38
1996,Action,0.38
1996,Simulation,0.38
1996,Adventure,0.36
1996,Puzzle,0.35
1996,Fighting,0.35
1996,Action,0.34
1996,Racing,0.33
1996,Sports,0.33
1996,Action,0.32
1996,Misc,0.32
1996,Adventure,0.31
1996,Role-Playing,0.31
1996,Shooter,0.3
1996,Strategy,0.3
1996,Fighting,0.3
1996,Sports,0.29
1996,Misc,0.29
1996,Sports,0.29
1996,Misc,0.29
1996,Sports,0.29
1996,Shooter,0.28
1996,Fighting,0.27
1996,Simulation,0.27
1996,Role-Playing,0.27
1996,Fighting,0.27
1996,Role-Playing,0.26
1996,Sports,0.26
1996,Action,0.26
1996,Sports,0.26
1996,Role-Playing,0.26
1996,Racing,0.25
1996,Racing,0.25
1996,Shooter,0.25
1996,Platform,0.25
1996,Sports,0.24
1996,Role-Playing,0.24
1996,Role-Playing,0.23
1996,Action,0.23
1996,Role-Playing,0.23
1996,Puzzle,0.23
1996,Sports,0.22
1996,Sports,0.22
1996,Sports,0.22
1996,Platform,0.21
1996,Adventure,0.21
1996,Role-Playing,0.21
1996,Fighting,0.21
1996,Strategy,0.2
1996,Shooter,0.2
1996,Role-Playing,0.2
1996,Sports,0.2
1996,Role-Playing,0.2
1996,Misc,0.2
1996,Fighting,0.19
1996,Misc,0.19
1996,Sports,0.19
1996,Sports,0.19
1996,Shooter,0.19
1996,Sports,0.19
1996,Strategy,0.19
1996,Shooter,0.19
1996,Sports,0.19
1996,Strategy,0.19
1996,Platform,0.19
1996,Misc,0.18
1996,Action,0.17
1996,Fighting,0.17
1996,Shooter,0.17
1996,Action,0.17
1996,Sports,0.17
1996,Misc,0.17
1996,Strategy,0.17
1996,Fighting,0.17
1996,Simulation,0.16
1996,Sports,0.16
1996,Fighting,0.16
1996,Racing,0.16
1996,Action,0.16
1996,Action,0.16
1996,Misc,0.15
1996,Puzzle,0.15
1996,Role-Playing,0.15
1996,Adventure,0.15
1996,Fighting,0.14
1996,Sports,0.14
1996,Sports,0.14
1996,Puzzle,0.14
1996,Sports,0.14
1996,Fighting,0.13
1996,Simulation,0.13
1996,Fighting,0.12
1996,Fighting,0.12
1996,Strategy,0.12
1996,Role-Playing,0.12
1996,Racing,0.12
1996,Sports,0.12
1996,Sports,0.12
1996,Sports,0.12
1996,Racing,0.11
1996,Adventure,0.11
1996,Fighting,0.11
1996,Sports,0.11
1996,Sports,0.11
1996,Sports,0.1
1996,Role-Playing,0.1
1996,Fighting,0.1
1996,Shooter,0.1
1996,Fighting,0.1
1996,Puzzle,0.1
1996,Simulation,0.09
1996,Strategy,0.09
1996,Misc,0.09
1996,Action,0.09
1996,Simulation,0.09
1996,Misc,0.09
1996,Puzzle,0.08
1996,Platform,0.08
1996,Shooter,0.08
1996,Adventure,0.08
1996,Platform,0.08
1996,Misc,0.08
1996,Sports,0.07
1996,Platform,0.07
1996,Shooter,0.07
1996,Role-Playing,0.07
1996,Simulation,0.07
1996,Sports,0.07
1996,Misc,0.07
1996,Racing,0.07
1996,Sports,0.06
1996,Fighting,0.06
1996,Simulation,0.06
1996,Racing,0.06
1996,Fighting,0.06
1996,Racing,0.06
1996,Sports,0.05
1996,Adventure,0.05
1996,Shooter,0.05
1996,Shooter,0.05
1996,Sports,0.05
1996,Sports,0.05
1996,Adventure,0.05
1996,Fighting,0.05
1996,Action,0.04
1996,Misc,0.04
1996,Role-Playing,0.04
1996,Adventure,0.04
1996,Shooter,0.04
1996,Sports,0.04
1996,Fighting,0.04
1996,Misc,0.04
1996,Action,0.03
1996,Sports,0.03
1996,Shooter,0.03
1996,Misc,0.03
1996,Action,0.03
1996,Misc,0.03
1996,Shooter,0.03
1996,Shooter,0.03
1996,Role-Playing,0.03
1996,Action,0.03
1996,Platform,0.03
1996,Adventure,0.03
1996,Sports,0.03
1996,Fighting,0.03
1996,Puzzle,0.02
1996,Shooter,0.02
1996,Misc,0.02
1996,Adventure,0.02
1996,Role-Playing,0.02
1996,Adventure,0.02
1996,Sports,0.01
1996,Strategy,0.01
1997,Racing,10.95
1997,Role-Playing,9.72
1997,Shooter,8.09
1997,Platform,7.58
1997,Action,5.24
1997,Racing,4.88
1997,Action,4.16
1997,Shooter,4.12
1997,Shooter,4.03
1997,Platform,3.56
1997,Action,3.54
1997,Platform,2.85
1997,Sports,2.79
1997,Role-Playing,2.45
1997,Adventure,2.43
1997,Strategy,2.4
1997,Action,2.32
1997,Action,2.29
1997,Racing,2.28
1997,Sports,2.25
1997,Sports,2.09
1997,Action,1.99
1997,Racing,1.94
1997,Platform,1.86
1997,Fighting,1.69
1997,Sports,1.68
1997,Shooter,1.68
1997,Sports,1.53
1997,Fighting,1.52
1997,Sports,1.51
1997,Misc,1.51
1997,Platform,1.48
1997,Simulation,1.45
1997,Sports,1.35
1997,Role-Playing,1.35
1997,Fighting,1.32
1997,Racing,1.3
1997,Platform,1.27
1997,Platform,1.24
1997,Puzzle,1.22
1997,Misc,1.22
1997,Sports,1.22
1997,Role-Playing,1.22
1997,Racing,1.21
1997,Simulation,1.19
1997,Action,1.17
1997,Fighting,1.16
1997,Racing,1.16
1997,Puzzle,1.15
1997,Sports,1.1
1997,Simulation,1.09
1997,Sports,1.07
1997,Sports,1.06
1997,Role-Playing,1.04
1997,Puzzle,1.04
1997,Action,1.02
1997,Simulation,1.01
1997,Role-Playing,1
1997,Misc,1
1997,Sports,0.92
1997,Simulation,0.89
1997,Racing,0.87
1997,Sports,0.86
1997,Action,0.85
1997,Adventure,0.83
1997,Racing,0.8
1997,Simulation,0.79
1997,Strategy,0.78
1997,Racing,0.75
1997,Fighting,0.75
1997,Sports,0.73
1997,Action,0.71
1997,Misc,0.71
1997,Sports,0.7
1997,Racing,0.69
1997,Action,0.68
1997,Fighting,0.68
1997,Action,0.63
1997,Role-Playing,0.63
1997,Sports,0.62
1997,Shooter,0.61
1997,Puzzle,0.6
1997,Sports,0.6
1997,Sports,0.59
1997,Racing,0.59
1997,Role-Playing,0.58
1997,Sports,0.58
1997,Sports,0.57
1997,Strategy,0.55
1997,Strategy,0.53
1997,Sports,0.51
1997,Sports,0.51
1997,Role-Playing,0.5
1997,Sports,0.49
1997,Sports,0.49
1997,Racing,0.47
1997,Shooter,0.47
1997,Shooter,0.44
1997,Shooter,0.44
1997,Platform,0.43
1997,Sports,0.43
1997,Role-Playing,0.42
1997,Simulation,0.42
1997,Role-Playing,0.42
1997,Fighting,0.42
1997,Strategy,0.41
1997,Simulation,0.41
1997,Role-Playing,0.4
1997,Strategy,0.4
1997,Racing,0.4
1997,Fighting,0.4
1997,Fighting,0.39
1997,Racing,0.38
1997,Fighting,0.37
1997,Strategy,0.37
1997,Simulation,0.36
1997,Action,0.36
1997,Platform,0.36
1997,Sports,0.36
1997,Action,0.36
1997,Puzzle,0.36
1997,Racing,0.36
1997,Fighting,0.34
1997,Shooter,0.34
1997,Misc,0.33
1997,Puzzle,0.32
1997,Sports,0.32
1997,Sports,0.32
1997,Racing,0.32
1997,Adventure,0.32
1997,Simulation,0.32
1997,Strategy,0.32
1997,Strategy,0.31
1997,Shooter,0.31
1997,Sports,0.31
1997,Role-Playing,0.31
1997,Simulation,0.31
1997,Racing,0.3
1997,Simulation,0.3
1997,Puzzle,0.3
1997,Simulation,0.3
1997,Strategy,0.29
1997,Fighting,0.29
1997,Racing,0.28
1997,Strategy,0.28
1997,Simulation,0.28
1997,Action,0.27
1997,Fighting,0.27
1997,Sports,0.27
1997,Sports,0.27
1997,Platform,0.26
1997,Fighting,0.26
1997,Role-Playing,0.26
1997,Role-Playing,0.25
1997,Misc,0.25
1997,Racing,0.25
1997,Racing,0.25
1997,Sports,0.25
1997,Racing,0.25
1997,Action,0.24
1997,Fighting,0.24
1997,Action,0.24
1997,Simulation,0.23
1997,Action,0.23
1997,Role-Playing,0.23
1997,Fighting,0.23
1997,Platform,0.23
1997,Misc,0.22
1997,Puzzle,0.22
1997,Sports,0.21
1997,Role-Playing,0.21
1997,Adventure,0.21
1997,Fighting,0.21
1997,Role-Playing,0.21
1997,Shooter,0.2
1997,Puzzle,0.2
1997,Sports,0.19
1997,Fighting,0.19
1997,Action,0.19
1997,Puzzle,0.19
1997,Strategy,0.19
1997,Action,0.19
1997,Fighting,0.18
1997,Platform,0.18
1997,Adventure,0.18
1997,Action,0.17
1997,Action,0.17
1997,Sports,0.17
1997,Sports,0.16
1997,Sports,0.16
1997,Racing,0.15
1997,Strategy,0.15
1997,Fighting,0.15
1997,Adventure,0.15
1997,Adventure,0.15
1997,Fighting,0.15
1997,Shooter,0.15
1997,Strategy,0.15
1997,Racing,0.15
1997,Sports,0.14
1997,Racing,0.14
1997,Strategy,0.14
1997,Shooter,0.14
1997,Racing,0.14
1997,Fighting,0.14
1997,Role-Playing,0.14
1997,Sports,0.14
1997,Platform,0.14
1997,Adventure,0.14
1997,Misc,0.14
1997,Role-Playing,0.13
1997,Strategy,0.13
1997,Sports,0.13
1997,Shooter,0.13
1997,Misc,0.13
1997,Role-Playing,0.13
1997,Sports,0.13
1997,Platform,0.12
1997,Adventure,0.12
1997,Strategy,0.12
1997,Adventure,0.12
1997,Puzzle,0.12
1997,Shooter,0.11
1997,Shooter,0.11
1997,Platform,0.11
1997,Action,0.11
1997,Misc,0.11
1997,Racing,0.11
1997,Role-Playing,0.11
1997,Strategy,0.11
1997,Shooter,0.11
1997,Shooter,0.1
